case_id,case_summary,created_at,channel,case_type,category,plan_tier,customer_tenure_months,priority
ND-2025-001861,mfa codes are arriving 10 minutes late.,2025-10-19 13:15:55+00:00,webchat,incident,security_privacy,pro,21,High
ND-2025-001862,need assistance mapping saml attributes for google workspace.,2025-10-20 09:00:05+00:00,email,service_request,access_permissions,enterprise,35,Medium
ND-2025-001863,where do i change the time zone for the whole organisation?,2025-10-20 11:25:33+00:00,in_app,service_request,account_admin,standard,6,Low
ND-2025-001864,critical: unauthorized admin access detected.,2025-10-20 14:40:10+00:00,email,incident,security_privacy,enterprise,40,Urgent
ND-2025-001865,hello??,2025-10-21 08:30:25+00:00,webchat,service_request,other,free,0,Low
ND-2025-001866,txt record added for domain verification but still failing.,2025-10-21 10:10:44+00:00,email,service_request,access_permissions,pro,8,Medium
ND-2025-001867,why do i have to enter a code every time??,2025-10-21 12:55:18+00:00,phone,incident,security_privacy,pro,22,High
ND-2025-001868,require full audit trail of dashboard changes for last week.,2025-10-21 15:20:50+00:00,email,service_request,account_admin,enterprise,55,Medium
ND-2025-001869,responsible disclosure: idor vulnerability in invoice download.,2025-10-22 09:15:12+00:00,email,incident,security_privacy,pro,12,High
ND-2025-001870,can i invite a user with read-only access?,2025-10-22 11:40:30+00:00,webchat,service_request,access_permissions,standard,4,Low
ND-2025-001871,where are your servers located?,2025-10-22 14:00:55+00:00,in_app,service_request,security_privacy,pro,17,Medium
ND-2025-001872,marketing partnership proposal.,2025-10-23 08:50:20+00:00,email,service_request,other,free,0,Low
ND-2025-001873,im locked out and have a board meeting in 20 mins.,2025-10-23 10:30:15+00:00,phone,incident,access_permissions,standard,6,Urgent
ND-2025-001874,swap licence from tim to sarah.,2025-10-23 13:10:44+00:00,email,service_request,account_admin,pro,20,Low
ND-2025-001875,mfa isn't accepting my codes.,2025-10-24 09:00:10+00:00,webchat,incident,security_privacy,enterprise,30,High
ND-2025-001876,reset password link is broken.,2025-10-24 11:15:33+00:00,email,service_request,access_permissions,standard,9,Medium
ND-2025-001877,security questionnaire for renewal.,2025-10-24 14:45:18+00:00,email,service_request,security_privacy,enterprise,45,Medium
ND-2025-001878,cannot update vat number in settings.,2025-10-25 09:20:50+00:00,in_app,incident,account_admin,pro,14,Low
ND-2025-001879,make money online fast.,2025-10-25 11:55:05+00:00,webchat,service_request,other,free,0,Low
ND-2025-001880,login attempt from china? we are uk based only.,2025-10-25 14:30:22+00:00,email,incident,security_privacy,pro,28,High
ND-2025-001881,what permissions does the 'analyst' role have?,2025-10-26 08:40:15+00:00,phone,service_request,access_permissions,standard,12,Medium
ND-2025-001882,checking who deleted the 'sales q3' polaris board.,2025-10-26 10:50:44+00:00,email,service_request,account_admin,enterprise,40,Medium
ND-2025-001883,mfa keeps asking me to verify every time i switch tabs.,2025-10-26 13:25:30+00:00,webchat,incident,security_privacy,pro,23,High
ND-2025-001884,is sso available on the standard plan?,2025-10-27 09:10:55+00:00,email,service_request,access_permissions,standard,5,Low
ND-2025-001885,checking chat bubbles,2025-10-27 11:35:10+00:00,in_app,service_request,other,free,3,Low
ND-2025-001886,high severity: sql injection possibility in search bar.,2025-10-27 14:50:20+00:00,email,incident,security_privacy,enterprise,50,Urgent
ND-2025-001887,account locked and password reset not working.,2025-10-28 08:30:45+00:00,phone,incident,access_permissions,pro,8,High
ND-2025-001888,turn off marketing emails thanks.,2025-10-28 10:15:33+00:00,email,service_request,account_admin,standard,15,Low
ND-2025-001889,how do i download all my data?,2025-10-28 12:40:18+00:00,webchat,service_request,security_privacy,pro,10,Medium
ND-2025-001890,strange activity logs showing updates i didn't make.,2025-10-28 15:05:05+00:00,email,incident,security_privacy,enterprise,26,Medium
ND-2025-001891,invite pending for 3 days.,2025-10-29 09:00:50+00:00,in_app,service_request,access_permissions,standard,3,Low
ND-2025-001892,demo request for northstar enterprise.,2025-10-29 11:25:22+00:00,email,service_request,other,free,0,Low
ND-2025-001893,mfa is broken again.,2025-10-29 13:50:10+00:00,phone,incident,security_privacy,pro,18,High
ND-2025-001894,remove ex-employee access immediately.,2025-10-30 08:20:30+00:00,email,service_request,account_admin,pro,30,Low
ND-2025-001895,password not working.,2025-10-30 10:45:55+00:00,webchat,service_request,access_permissions,standard,11,Medium
ND-2025-001896,we received a phishing email pretending to be northstar.,2025-10-30 13:15:44+00:00,email,incident,security_privacy,enterprise,22,High
ND-2025-001897,change admin email.,2025-10-31 09:10:15+00:00,in_app,service_request,account_admin,pro,14,Low
ND-2025-001898,deleting account - please confirm data wipe.,2025-10-31 11:35:30+00:00,email,service_request,security_privacy,standard,9,Medium
ND-2025-001899,still waiting on domain verification for orbit id.,2025-10-31 14:50:10+00:00,webchat,incident,access_permissions,standard,5,Medium
ND-2025-001900,how do i reset my google auth for orbit id?,2025-10-01 10:20:15+00:00,email,service_request,security_privacy,pro,33,Medium
ND-2025-001901,cannot access system error 403.,2025-10-01 15:30:22+00:00,phone,incident,access_permissions,standard,2,Urgent
ND-2025-001902,audit logs are missing the user id column.,2025-10-02 09:45:10+00:00,email,service_request,account_admin,enterprise,50,Medium
ND-2025-001903,pricing query.,2025-10-02 13:05:55+00:00,webchat,service_request,other,free,0,Low
ND-2025-001904,vendor assessment form attached.,2025-10-03 11:10:33+00:00,email,service_request,security_privacy,pro,28,Medium
ND-2025-001905,invite not working.,2025-10-03 14:40:44+00:00,in_app,service_request,access_permissions,standard,7,Low
ND-2025-001906,suspicious activity alert received last night.,2025-10-04 08:25:20+00:00,email,incident,security_privacy,pro,14,High
ND-2025-001907,delete user please.,2025-10-04 12:50:05+00:00,webchat,service_request,account_admin,standard,19,Low
ND-2025-001908,sso redirect loop on login.,2025-10-05 09:35:18+00:00,email,incident,access_permissions,enterprise,36,Medium
ND-2025-001909,sorry wrong number,2025-10-05 15:15:50+00:00,phone,service_request,other,free,0,Low
ND-2025-001910,gdpr article 15 request.,2025-10-06 10:40:25+00:00,email,service_request,security_privacy,standard,12,Medium
ND-2025-001911,locked out please unlock.,2025-10-06 13:55:10+00:00,webchat,incident,access_permissions,pro,4,Urgent
ND-2025-001912,too many emails.,2025-10-07 08:30:33+00:00,email,service_request,account_admin,standard,22,Low
ND-2025-001913,reset my 2fa please.,2025-10-07 11:05:45+00:00,in_app,service_request,security_privacy,pro,15,Medium
ND-2025-001914,header injection vulnerability in report emailer.,2025-10-08 14:20:12+00:00,email,incident,security_privacy,enterprise,40,High
ND-2025-001915,change user role to admin.,2025-10-09 09:10:55+00:00,phone,service_request,access_permissions,standard,9,Medium
ND-2025-001916,testing,2025-10-09 11:35:20+00:00,webchat,service_request,other,free,1,Low
ND-2025-001917,update company address.,2025-10-10 15:00:30+00:00,email,service_request,account_admin,pro,18,Low
ND-2025-001918,login alert from unusual location.,2025-10-11 08:50:44+00:00,email,incident,security_privacy,standard,6,Medium
ND-2025-001919,need password reset.,2025-10-11 13:25:05+00:00,webchat,service_request,access_permissions,standard,3,Medium
ND-2025-001920,mfa setup guide needed.,2025-10-12 09:40:15+00:00,email,service_request,security_privacy,pro,24,High
ND-2025-001921,who changed the dashboard filter?,2025-10-13 10:15:50+00:00,in_app,service_request,account_admin,pro,13,Medium
ND-2025-001922,locked out of everything.,2025-10-14 14:30:22+00:00,phone,incident,access_permissions,standard,5,Urgent
ND-2025-001923,upgrade pricing?,2025-10-15 08:55:10+00:00,email,service_request,other,free,0,Low
ND-2025-001924,logging out constantly.,2025-10-15 11:40:33+00:00,webchat,incident,security_privacy,enterprise,30,Medium
ND-2025-001925,domain not verifying.,2025-10-16 15:05:44+00:00,email,service_request,access_permissions,pro,10,Medium
ND-2025-001926,retention policy query.,2025-10-17 09:20:18+00:00,email,service_request,account_admin,enterprise,50,Low
ND-2025-001927,remove my details.,2025-10-18 12:00:05+00:00,webchat,service_request,security_privacy,standard,8,Medium
ND-2025-001928,ignore,2025-10-19 08:40:50+00:00,in_app,service_request,other,free,2,Low
ND-2025-001929,we have a breach.,2025-10-20 10:30:25+00:00,email,incident,security_privacy,enterprise,35,High
ND-2025-001930,reset 2fa now.,2025-10-21 13:10:44+00:00,phone,service_request,access_permissions,pro,12,Urgent
ND-2025-001931,add user to account.,2025-10-22 09:15:30+00:00,email,service_request,account_admin,standard,20,Low
ND-2025-001932,why mfa?,2025-10-23 11:50:12+00:00,webchat,service_request,security_privacy,pro,16,Medium
ND-2025-001933,best seo services.,2025-10-24 14:40:55+00:00,email,incident,other,free,0,Low
ND-2025-001934,invite not received.,2025-10-25 08:30:10+00:00,in_app,service_request,access_permissions,standard,6,Low
ND-2025-001935,export audit logs.,2025-10-26 10:15:22+00:00,email,service_request,account_admin,enterprise,25,Medium
ND-2025-001936,hacked account?,2025-10-27 12:55:44+00:00,phone,incident,security_privacy,pro,14,High
ND-2025-001937,sso help needed.,2025-10-27 15:30:05+00:00,webchat,service_request,access_permissions,enterprise,40,Medium
ND-2025-001938,partnership inquiry.,2025-10-28 09:05:30+00:00,email,service_request,other,free,0,Low
ND-2025-001939,delete my data.,2025-10-28 11:45:10+00:00,in_app,service_request,security_privacy,standard,5,Medium
ND-2025-001940,settings not saving.,2025-10-29 13:20:50+00:00,email,incident,account_admin,pro,11,Low
ND-2025-001941,locked out.,2025-10-30 08:50:25+00:00,webchat,service_request,access_permissions,standard,3,High
ND-2025-001942,mfa complaint.,2025-10-30 10:35:44+00:00,email,service_request,security_privacy,pro,19,Medium
ND-2025-001943,unauthorized access detected.,2025-10-30 14:10:15+00:00,phone,incident,security_privacy,enterprise,30,Urgent
ND-2025-001944,stop emails.,2025-10-31 09:25:55+00:00,email,service_request,account_admin,standard,8,Low
ND-2025-001945,role permissions query.,2025-10-31 11:00:30+00:00,webchat,service_request,access_permissions,pro,15,Medium
ND-2025-001946,wrong number,2025-10-31 13:45:10+00:00,in_app,service_request,other,free,0,Low
ND-2025-001947,xss found.,2025-10-31 15:20:44+00:00,email,incident,security_privacy,enterprise,22,High
ND-2025-001948,logs needed.,2025-10-31 16:30:20+00:00,email,service_request,account_admin,pro,40,Medium
ND-2025-001949,sso broken.,2025-10-31 17:10:05+00:00,webchat,incident,access_permissions,standard,12,Medium
ND-2025-002000,need to add two new users to our polaris board please.,2025-11-01 09:14:22+00:00,email,service_request,account_admin,standard,14,Medium
ND-2025-002001,orbit id isn't recognising my password after the update.,2025-11-01 10:05:45+00:00,webchat,service_request,access_permissions,free,3,Low
ND-2025-002002,requesting a change to our fiscal year start date in the org settings.,2025-11-01 11:30:12+00:00,email,service_request,account_admin,enterprise,36,Medium
ND-2025-002003,dashboards are taking forever to load the widgets.,2025-11-01 14:22:01+00:00,in_app,incident,performance_outage,pro,22,High
ND-2025-002004,we need an export of the audit logs for last month's user activity.,2025-11-02 08:45:33+00:00,email,service_request,account_admin,standard,8,Low
ND-2025-002005,xero connector has disconnected and won't re-auth.,2025-11-02 09:10:15+00:00,phone,incident,integrations,enterprise,40,Urgent
ND-2025-002006,update billing contact email address please.,2025-11-02 13:55:00+00:00,email,service_request,account_admin,pro,12,Low
ND-2025-002007,how do i filter the polaris widget by region?,2025-11-03 10:18:29+00:00,webchat,service_request,how_to_training,standard,5,Medium
ND-2025-002008,csv export is coming out blank for the sales report.,2025-11-03 15:40:44+00:00,email,incident,bug,pro,19,High
ND-2025-002009,delete user john smith from the account.,2025-11-04 09:05:11+00:00,in_app,service_request,account_admin,standard,6,Medium
ND-2025-002010,the vat amount on the latest invoice looks wrong.,2025-11-04 11:12:30+00:00,email,service_request,billing_payments,pro,25,Medium
ND-2025-002011,data from yesterday is missing from the main polaris board.,2025-11-04 16:20:55+00:00,webchat,incident,data_reporting,enterprise,10,High
ND-2025-002012,stop sending me so many emails about weekly summaries.,2025-11-05 08:30:05+00:00,email,service_request,account_admin,free,2,Low
ND-2025-002013,need help configuring okta for orbit id sso.,2025-11-05 09:45:12+00:00,email,incident,access_permissions,enterprise,50,High
ND-2025-002014,the save button is greyed out on the widget editor.,2025-11-05 14:10:44+00:00,phone,incident,bug,pro,15,Medium
ND-2025-002015,what is your data retention policy for closed accounts?,2025-11-06 10:00:01+00:00,email,service_request,account_admin,standard,33,Low
ND-2025-002016,interested in upgrading to enterprise for the salesforce connector.,2025-11-06 12:22:33+00:00,in_app,service_request,other,free,0,Medium
ND-2025-002017,locked out of my account after too many orbit id attempts.,2025-11-06 15:55:10+00:00,webchat,incident,access_permissions,pro,7,Urgent
ND-2025-002018,need to change the organization name on the invoice.,2025-11-07 09:12:45+00:00,email,service_request,account_admin,enterprise,60,Medium
ND-2025-002019,fields aren't mapping correctly from hubspot to the contact widget.,2025-11-07 11:40:22+00:00,email,incident,integrations,standard,21,High
ND-2025-002020,new user here needing a walkthrough of the dashboard setup.,2025-11-07 13:30:15+00:00,webchat,service_request,how_to_training,standard,1,Medium
ND-2025-002021,please remove access for an ex-employee immediately.,2025-11-08 08:50:00+00:00,email,service_request,account_admin,pro,11,Low
ND-2025-002022,system is running very slow this morning.,2025-11-08 10:15:30+00:00,in_app,incident,performance_outage,standard,28,High
ND-2025-002023,can i get a vat receipt for the last payment?,2025-11-09 14:05:55+00:00,email,service_request,billing_payments,standard,4,Low
ND-2025-002024,mobile app crashes when i open the polaris board.,2025-11-09 16:40:11+00:00,webchat,incident,bug,pro,9,Medium
ND-2025-002025,compliance requires an audit log of all logins last week.,2025-11-10 09:00:25+00:00,email,service_request,account_admin,enterprise,41,Low
ND-2025-002026,unrecognised login attempt flagged on my orbit id.,2025-11-10 09:30:44+00:00,phone,incident,security_privacy,standard,13,Urgent
ND-2025-002027,filter not working on the sales widget.,2025-11-10 11:20:12+00:00,email,incident,data_reporting,pro,5,Medium
ND-2025-002028,need to add a consultant to the platform.,2025-11-10 14:55:03+00:00,in_app,service_request,account_admin,standard,20,Medium
ND-2025-002029,api is returning 429 errors on the connector.,2025-11-11 08:15:30+00:00,email,incident,integrations,enterprise,30,High
ND-2025-002030,i want to upgrade to pro tier.,2025-11-11 10:05:15+00:00,webchat,service_request,billing_payments,free,2,Medium
ND-2025-002031,how do i change the default currency in org settings?,2025-11-11 12:45:50+00:00,email,service_request,account_admin,standard,18,Low
ND-2025-002032,polaris board layout is broken on safari.,2025-11-11 15:30:22+00:00,email,incident,bug,pro,6,Medium
ND-2025-002033,add new user to the team.,2025-11-12 09:10:05+00:00,in_app,service_request,account_admin,standard,14,Medium
ND-2025-002034,lost my phone need 2fa reset for orbit id.,2025-11-12 11:25:40+00:00,email,incident,access_permissions,standard,3,High
ND-2025-002035,just testing the chat support.,2025-11-12 13:50:15+00:00,webchat,service_request,other,free,0,Low
ND-2025-002036,please disable marketing emails.,2025-11-12 16:15:33+00:00,email,service_request,account_admin,pro,22,Low
ND-2025-002037,total outage cannot access northstar at all.,2025-11-13 08:40:12+00:00,phone,incident,performance_outage,enterprise,35,Urgent
ND-2025-002038,share report with external stakeholder.,2025-11-13 10:30:55+00:00,email,service_request,data_reporting,standard,9,Medium
ND-2025-002039,i can't find the button to add a user.,2025-11-13 12:05:40+00:00,webchat,service_request,account_admin,free,4,Medium
ND-2025-002040,shopify webhooks are failing since yesterday.,2025-11-13 15:20:10+00:00,email,incident,integrations,pro,26,High
ND-2025-002041,docs are unclear about the json format for the api.,2025-11-14 09:00:00+00:00,in_app,service_request,how_to_training,standard,2,Low
ND-2025-002042,we wish to close our account and export our data.,2025-11-14 10:45:22+00:00,email,service_request,account_admin,standard,16,Medium
ND-2025-002043,payment failed but card is valid.,2025-11-14 13:15:55+00:00,webchat,incident,billing_payments,pro,7,Urgent
ND-2025-002044,adding a new admin user.,2025-11-14 16:00:30+00:00,email,service_request,account_admin,standard,5,Medium
ND-2025-002045,latest v2 update broke our custom widgets.,2025-11-15 09:20:15+00:00,email,incident,bug,enterprise,40,High
ND-2025-002046,need to change user role to viewer only.,2025-11-15 11:10:45+00:00,in_app,service_request,access_permissions,standard,11,Medium
ND-2025-002047,where do i find the api key in settings?,2025-11-15 14:30:20+00:00,webchat,service_request,account_admin,free,2,Low
ND-2025-002048,database sync is very slow today.,2025-11-16 08:55:00+00:00,email,incident,performance_outage,pro,23,High
ND-2025-002049,remove user from the account.,2025-11-16 10:40:33+00:00,email,service_request,account_admin,standard,15,Medium
ND-2025-002050,urgent gdpr right to erasure request.,2025-11-16 13:25:12+00:00,phone,incident,security_privacy,pro,19,Urgent
ND-2025-002051,is this the pizza place?,2025-11-17 09:05:40+00:00,email,service_request,other,free,0,Low
ND-2025-002052,change billing email address.,2025-11-17 10:50:15+00:00,webchat,service_request,account_admin,standard,8,Low
ND-2025-002053,pdf export of the polaris board is formatting strangely.,2025-11-17 14:15:25+00:00,email,incident,data_reporting,pro,14,Medium
ND-2025-002054,add new finance manager.,2025-11-17 16:30:55+00:00,email,service_request,account_admin,standard,3,Medium
ND-2025-002055,salesforce is down and northstar isn't syncing.,2025-11-18 08:45:10+00:00,in_app,incident,integrations,enterprise,29,High
ND-2025-002056,change company address in settings.,2025-11-18 10:10:40+00:00,email,service_request,account_admin,standard,12,Medium
ND-2025-002057,domain verification failed for our email.,2025-11-18 12:55:20+00:00,webchat,incident,access_permissions,pro,5,Medium
ND-2025-002058,best practices for dashboard layout?,2025-11-18 15:40:30+00:00,email,service_request,how_to_training,standard,22,Low
ND-2025-002059,please delete the old user accounts.,2025-11-19 09:00:15+00:00,email,service_request,account_admin,standard,9,Medium
ND-2025-002060,i've been charged twice for this month's subscription.,2025-11-19 11:20:45+00:00,phone,incident,billing_payments,pro,18,Urgent
ND-2025-002061,we would like to partner with northstar desk.,2025-11-19 13:35:10+00:00,email,service_request,other,free,0,Low
ND-2025-002062,link to the help centre gives a 404.,2025-11-19 16:05:55+00:00,webchat,incident,bug,standard,6,Medium
ND-2025-002063,require audit logs for internal review.,2025-11-20 08:50:30+00:00,email,service_request,account_admin,enterprise,31,Low
ND-2025-002064,getting random errors when saving widgets.,2025-11-20 10:15:40+00:00,in_app,incident,performance_outage,pro,17,High
ND-2025-002065,add a new user please.,2025-11-20 12:40:10+00:00,email,service_request,account_admin,standard,10,Medium
ND-2025-002066,reports are showing times in utc not bst.,2025-11-20 15:00:25+00:00,email,incident,data_reporting,standard,4,Medium
ND-2025-002067,turn off email notifications.,2025-11-21 09:10:50+00:00,webchat,service_request,account_admin,free,8,Low
ND-2025-002068,connector timeout on large data sync.,2025-11-21 11:35:15+00:00,email,incident,integrations,enterprise,25,High
ND-2025-002069,please invite this email to the organization.,2025-11-21 14:20:40+00:00,email,service_request,account_admin,standard,13,Medium
ND-2025-002070,app crashes when i export to pdf.,2025-11-22 08:30:00+00:00,in_app,incident,bug,pro,5,Medium
ND-2025-002071,need to update the vat number in settings.,2025-11-22 10:55:33+00:00,email,service_request,account_admin,standard,20,Medium
ND-2025-002072,why is the pro tier so expensive?,2025-11-22 13:40:10+00:00,email,incident,billing_payments,free,3,Low
ND-2025-002073,remove user.,2025-11-23 09:15:45+00:00,webchat,service_request,account_admin,standard,7,Medium
ND-2025-002074,submitting our annual pentest report for review.,2025-11-23 11:40:20+00:00,email,incident,security_privacy,enterprise,55,Medium
ND-2025-002075,do you have examples of sales dashboards?,2025-11-23 14:10:55+00:00,phone,service_request,how_to_training,standard,12,Medium
ND-2025-002076,query about data retention periods.,2025-11-24 08:55:10+00:00,email,service_request,account_admin,pro,2,Low
ND-2025-002077,screen freezes when i click the widget.,2025-11-24 10:30:40+00:00,in_app,incident,bug,standard,6,Medium
ND-2025-002078,add two new users.,2025-11-24 13:00:25+00:00,email,service_request,account_admin,standard,16,Medium
ND-2025-002079,oauth token for salesforce keeps expiring.,2025-11-24 15:45:50+00:00,webchat,incident,integrations,pro,28,High
ND-2025-002080,update company name.,2025-11-25 09:20:15+00:00,email,service_request,account_admin,standard,11,Medium
ND-2025-002081,nobody can log in to orbit id.,2025-11-25 11:55:30+00:00,email,incident,performance_outage,enterprise,45,Urgent
ND-2025-002082,requesting a refund for the unused seats.,2025-11-25 14:30:05+00:00,in_app,service_request,billing_payments,pro,5,Medium
ND-2025-002083,please add user to the account.,2025-11-26 08:40:40+00:00,email,service_request,account_admin,standard,19,Medium
ND-2025-002084,steps to reset my dashboard?,2025-11-26 10:15:10+00:00,webchat,service_request,how_to_training,free,3,Low
ND-2025-002085,data refresh is delayed by 4 hours.,2025-11-26 13:00:35+00:00,email,incident,data_reporting,standard,14,High
ND-2025-002086,need last month's audit logs.,2025-11-26 15:45:00+00:00,email,service_request,account_admin,pro,8,Low
ND-2025-002087,invite link for new user isn't working.,2025-11-27 09:10:25+00:00,phone,incident,access_permissions,standard,6,Medium
ND-2025-002088,add a user.,2025-11-27 11:30:50+00:00,email,service_request,account_admin,standard,12,Medium
ND-2025-002089,glitch in the header menu.,2025-11-27 14:05:15+00:00,in_app,incident,bug,pro,22,Low
ND-2025-002090,update organization details.,2025-11-28 08:50:45+00:00,email,service_request,account_admin,enterprise,30,Medium
ND-2025-002091,do you offer a discount for non-profits?,2025-11-28 10:25:20+00:00,webchat,service_request,other,free,0,Medium
ND-2025-002092,json parsing error on the api.,2025-11-28 13:10:55+00:00,email,incident,integrations,pro,24,High
ND-2025-002093,delete user.,2025-11-28 15:45:30+00:00,email,service_request,account_admin,standard,15,Medium
ND-2025-002094,session times out too quickly.,2025-11-29 09:30:00+00:00,phone,incident,security_privacy,standard,8,Medium
ND-2025-002095,update billing email.,2025-11-29 11:15:25+00:00,email,service_request,account_admin,pro,11,Low
ND-2025-002096,chrome is crashing on the dashboard page.,2025-11-29 14:00:50+00:00,webchat,incident,bug,standard,5,Medium
ND-2025-002097,add a new user.,2025-11-30 09:05:15+00:00,email,service_request,account_admin,standard,20,Medium
ND-2025-002098,partial outage in the reporting module.,2025-11-30 11:40:40+00:00,email,incident,performance_outage,enterprise,32,High
ND-2025-002099,how to create a new polaris board?,2025-11-30 14:25:05+00:00,in_app,service_request,how_to_training,standard,4,Medium
ND-2025-002100,add user to account.,2025-11-01 15:12:45+00:00,email,service_request,account_admin,standard,10,Medium
ND-2025-002101,invoice amount is incorrect.,2025-11-01 16:30:22+00:00,email,incident,billing_payments,pro,25,High
ND-2025-002102,change organization timezone.,2025-11-02 10:45:15+00:00,webchat,service_request,account_admin,standard,6,Medium
ND-2025-002103,firefox display issues.,2025-11-02 14:20:50+00:00,email,incident,bug,pro,14,Low
ND-2025-002104,account locked out.,2025-11-03 09:05:30+00:00,phone,incident,access_permissions,free,2,Urgent
ND-2025-002105,remove access for user.,2025-11-03 11:50:10+00:00,email,service_request,account_admin,standard,8,Medium
ND-2025-002106,data missing from executive dashboard.,2025-11-04 08:35:45+00:00,in_app,incident,data_reporting,enterprise,19,High
ND-2025-002107,seo services offer.,2025-11-04 13:15:20+00:00,email,service_request,other,free,0,Low
ND-2025-002108,where are the audit logs?,2025-11-05 10:00:55+00:00,webchat,service_request,account_admin,standard,12,Low
ND-2025-002109,api auth error 401.,2025-11-05 15:40:30+00:00,email,incident,integrations,pro,21,Medium
ND-2025-002110,add user.,2025-11-06 09:25:15+00:00,email,service_request,account_admin,standard,9,Medium
ND-2025-002111,very high latency on the platform.,2025-11-06 12:50:40+00:00,in_app,incident,performance_outage,enterprise,30,High
ND-2025-002112,send vat receipt.,2025-11-07 08:45:00+00:00,email,service_request,billing_payments,standard,4,Low
ND-2025-002113,update caused a glitch.,2025-11-07 14:10:25+00:00,webchat,incident,bug,pro,16,Medium
ND-2025-002114,invite new employee.,2025-11-08 10:30:50+00:00,email,service_request,account_admin,standard,7,Medium
ND-2025-002115,sso setup failing.,2025-11-09 13:55:10+00:00,email,incident,access_permissions,enterprise,28,High
ND-2025-002116,change billing contact.,2025-11-10 09:15:35+00:00,phone,service_request,account_admin,standard,13,Low
ND-2025-002117,sync stuck.,2025-11-10 16:00:55+00:00,email,incident,integrations,standard,5,Medium
ND-2025-002118,delete user.,2025-11-11 08:50:20+00:00,webchat,service_request,account_admin,pro,22,Medium
ND-2025-002119,export fails for large reports.,2025-11-11 13:40:45+00:00,email,incident,data_reporting,enterprise,35,High
ND-2025-002120,need help onboarding.,2025-11-12 10:25:10+00:00,in_app,service_request,how_to_training,standard,1,Medium
ND-2025-002121,update settings.,2025-11-12 15:15:30+00:00,email,service_request,account_admin,standard,11,Medium
ND-2025-002122,dead link on the profile page.,2025-11-13 09:00:55+00:00,email,incident,bug,free,4,Low
ND-2025-002123,suspicious login alert.,2025-11-13 12:35:20+00:00,phone,incident,security_privacy,pro,9,Urgent
ND-2025-002124,add a user.,2025-11-14 08:45:40+00:00,email,service_request,account_admin,standard,17,Medium
ND-2025-002125,payment didn't go through.,2025-11-14 14:20:05+00:00,webchat,incident,billing_payments,standard,3,High
ND-2025-002126,data retention inquiry.,2025-11-15 11:00:30+00:00,email,service_request,account_admin,standard,5,Low
ND-2025-002127,spinning wheel when loading dashboard.,2025-11-16 09:50:55+00:00,in_app,incident,performance_outage,pro,26,Medium
ND-2025-002128,remove user.,2025-11-17 08:30:20+00:00,email,service_request,account_admin,standard,14,Medium
ND-2025-002129,rest api endpoint failure.,2025-11-17 13:45:45+00:00,email,incident,integrations,enterprise,33,High
ND-2025-002130,partner with us.,2025-11-18 10:10:10+00:00,webchat,service_request,other,free,0,Low
ND-2025-002131,change notification prefs.,2025-11-18 15:25:35+00:00,email,service_request,account_admin,standard,10,Low
ND-2025-002132,ui is misaligned.,2025-11-19 09:40:00+00:00,email,incident,bug,standard,6,Medium
ND-2025-002133,add user.,2025-11-19 14:55:25+00:00,phone,service_request,account_admin,pro,21,Medium
ND-2025-002134,chart data is incorrect.,2025-11-20 08:35:50+00:00,email,incident,data_reporting,enterprise,29,High
ND-2025-002135,configure widget help.,2025-11-20 12:10:15+00:00,webchat,service_request,how_to_training,standard,4,Medium
ND-2025-002136,invite user.,2025-11-21 10:45:40+00:00,email,service_request,account_admin,standard,15,Medium
ND-2025-002137,password reset needed.,2025-11-21 16:20:05+00:00,in_app,incident,access_permissions,free,2,Medium
ND-2025-002138,update settings.,2025-11-22 09:00:30+00:00,email,service_request,account_admin,standard,18,Medium
ND-2025-002139,500 error on login.,2025-11-22 13:35:55+00:00,email,incident,performance_outage,enterprise,38,Urgent
ND-2025-002140,upgrade to pro.,2025-11-23 08:50:20+00:00,webchat,service_request,billing_payments,standard,6,Medium
ND-2025-002141,remove user.,2025-11-23 11:25:45+00:00,email,service_request,account_admin,standard,13,Medium
ND-2025-002142,mobile view broken.,2025-11-24 09:40:10+00:00,phone,incident,bug,pro,23,Medium
ND-2025-002143,audit logs required.,2025-11-24 14:55:35+00:00,email,service_request,account_admin,standard,7,Low
ND-2025-002144,webhook not firing.,2025-11-25 08:30:00+00:00,email,incident,integrations,enterprise,27,High
ND-2025-002145,add user.,2025-11-25 13:05:25+00:00,webchat,service_request,account_admin,standard,16,Medium
ND-2025-002146,invoice copy needed.,2025-11-26 09:20:50+00:00,email,service_request,billing_payments,standard,5,Low
ND-2025-002147,visualisation error.,2025-11-26 15:45:15+00:00,in_app,incident,data_reporting,pro,11,Medium
ND-2025-002148,invite user.,2025-11-27 08:40:40+00:00,email,service_request,account_admin,standard,20,Medium
ND-2025-002149,locked out.,2025-11-27 11:55:05+00:00,webchat,incident,access_permissions,standard,4,Urgent
ND-2025-002150,settings update.,2025-11-28 09:10:30+00:00,email,service_request,account_admin,standard,14,Medium
ND-2025-002151,screen froze.,2025-11-28 14:25:55+00:00,phone,incident,bug,pro,8,Medium
ND-2025-002152,delete user.,2025-11-29 10:40:20+00:00,email,service_request,account_admin,standard,18,Medium
ND-2025-002153,oauth issue.,2025-11-29 13:55:45+00:00,email,incident,integrations,enterprise,24,High
ND-2025-002154,stop emails.,2025-11-30 09:30:10+00:00,webchat,service_request,account_admin,free,2,Low
ND-2025-002155,video tutorial needed.,2025-11-30 12:05:35+00:00,email,service_request,how_to_training,standard,5,Medium
