case_id,snapshot_at,created_at,channel,case_type,category,subcategory,priority,sla_target_hours,first_response_time_hours,resolution_time_hours,status,resolution_code,escalated,assigned_team,escalation_team,customer_tenure_months,plan_tier,region_uk,age_band,gender,case_summary,sentiment,csat_score,tags
ND-2025-002081,2026-01-01T00:00:00Z,2025-11-25 11:55:30+00:00,email,incident,performance_outage,login_service_down,Urgent,4.0,0.2,1.8,solved,fixed,TRUE,support,engineering,45,enterprise,London,35-44,F,nobody can log in to orbit id.,Negative,2,login;orbit_id;down;outage;500_error
ND-2025-002082,2026-01-01T00:00:00Z,2025-11-25 14:30:05+00:00,in_app,service_request,billing_payments,refund_request,Medium,24.0,4.5,12.1,solved,refunded,FALSE,billing,,5,pro,South East,25-34,M,requesting a refund for the unused seats.,Neutral,5,refund;subscription;seat_limit;billing;payment
ND-2025-002083,2026-01-01T00:00:00Z,2025-11-26 08:40:40+00:00,email,service_request,account_admin,user_add_remove,Medium,24.0,20.5,,pending,,FALSE,support,,19,standard,East of England,35-44,F,please add user to the account.,Neutral,,user_management;admin;invite;access
ND-2025-002084,2026-01-01T00:00:00Z,2025-11-26 10:15:10+00:00,webchat,service_request,how_to_training,troubleshooting_steps,Low,48.0,0.8,2.2,solved,answered,FALSE,support,,3,free,London,18-24,M,steps to reset my dashboard?,Neutral,5,dashboard;reset;how_to;polaris;training
ND-2025-002085,2026-01-01T00:00:00Z,2025-11-26 13:00:35+00:00,email,incident,data_reporting,delayed_refresh,High,8.0,6.5,15.2,solved,fixed,FALSE,data,,14,standard,West Midlands,35-44,F,data refresh is delayed by 4 hours.,Negative,3,refresh;latency;polaris;data;delayed
ND-2025-002086,2026-01-01T00:00:00Z,2025-11-26 15:45:00+00:00,email,service_request,account_admin,audit_log_request,Low,48.0,42.1,,on_hold,,FALSE,support,,8,pro,Yorkshire,25-34,M,need last month's audit logs.,Neutral,,audit_log;admin;security;compliance
ND-2025-002087,2026-01-01T00:00:00Z,2025-11-27 09:10:25+00:00,phone,incident,access_permissions,invite_user,Medium,24.0,1.5,4.5,solved,fixed,FALSE,support,,6,standard,South West,45-54,F,invite link for new user isn't working.,Negative,5,invite;error;user_management;admin;bug
ND-2025-002088,2026-01-01T00:00:00Z,2025-11-27 11:30:50+00:00,email,service_request,account_admin,user_add_remove,Medium,24.0,23.5,,new,,FALSE,support,,12,standard,North East,25-34,M,add a user.,Neutral,,user_management;admin;invite;access
ND-2025-002089,2026-01-01T00:00:00Z,2025-11-27 14:05:15+00:00,in_app,incident,bug,ui_glitch,Low,48.0,5.2,8.5,solved,fixed,FALSE,engineering,,22,pro,London,35-44,F,glitch in the header menu.,Neutral,4,ui;glitch;bug;menu;polaris
ND-2025-002090,2026-01-01T00:00:00Z,2025-11-28 08:50:45+00:00,email,service_request,account_admin,org_settings,Medium,24.0,18.2,,open,,FALSE,support,,30,enterprise,Scotland,45-54,M,update organization details.,Neutral,,settings;admin;organization;profile
ND-2025-002091,2026-01-01T00:00:00Z,2025-11-28 10:25:20+00:00,webchat,service_request,other,sales_inquiry,Medium,24.0,0.5,1.2,solved,answered,FALSE,support,,0,free,South East,25-34,F,do you offer a discount for non-profits?,Positive,5,sales;inquiry;discount;subscription;other
ND-2025-002092,2026-01-01T00:00:00Z,2025-11-28 13:10:55+00:00,email,incident,integrations,json,High,8.0,4.2,12.5,solved,fixed,FALSE,engineering,,24,pro,East Midlands,35-44,M,json parsing error on the api.,Negative,4,json;api;error;connector;integration
ND-2025-002093,2026-01-01T00:00:00Z,2025-11-28 15:45:30+00:00,email,service_request,account_admin,user_add_remove,Medium,24.0,21.1,,pending,,FALSE,support,,15,standard,London,25-34,F,delete user.,Neutral,,user_management;admin;closure;security
ND-2025-002094,2026-01-01T00:00:00Z,2025-11-29 09:30:00+00:00,phone,incident,security_privacy,session_timeout,Medium,24.0,1.2,3.8,solved,answered,FALSE,support,,8,standard,North West,35-44,M,session times out too quickly.,Negative,4,session_timeout;security;login;orbit_id;settings
ND-2025-002095,2026-01-01T00:00:00Z,2025-11-29 11:15:25+00:00,email,service_request,account_admin,billing_contact_update,Low,48.0,35.5,42.1,solved,fixed,FALSE,billing,,11,pro,South West,45-54,F,update billing email.,Neutral,5,admin;billing;email_prefs;settings
ND-2025-002096,2026-01-01T00:00:00Z,2025-11-29 14:00:50+00:00,webchat,incident,bug,chrome,Medium,24.0,0.8,2.2,solved,duplicate,FALSE,engineering,,5,standard,Yorkshire,25-34,M,chrome is crashing on the dashboard page.,Negative,,chrome;crash;bug;browser;polaris
ND-2025-002097,2026-01-01T00:00:00Z,2025-11-30 09:05:15+00:00,email,service_request,account_admin,user_add_remove,Medium,24.0,19.2,,pending,,FALSE,support,,20,standard,London,35-44,F,add a new user.,Neutral,,user_management;admin;invite;access
ND-2025-002098,2026-01-01T00:00:00Z,2025-11-30 11:40:40+00:00,email,incident,performance_outage,partial_outage,High,8.0,3.5,8.2,solved,fixed,FALSE,engineering,,32,enterprise,East of England,45-54,M,partial outage in the reporting module.,Negative,3,outage;reporting;polaris;down;status_page
ND-2025-002099,2026-01-01T00:00:00Z,2025-11-30 14:25:05+00:00,in_app,service_request,how_to_training,feature_how_to,Medium,24.0,2.5,5.1,solved,answered,FALSE,support,,4,standard,Wales,25-34,F,how to create a new polaris board?,Neutral,5,how_to;polaris;dashboard;create;training
ND-2025-002100,2026-01-01T00:00:00Z,2025-11-01 15:12:45+00:00,email,service_request,account_admin,user_add_remove,Medium,24.0,12.5,,open,,FALSE,support,,10,standard,London,35-44,M,add user to account.,Neutral,,user_management;admin;invite;access
ND-2025-002101,2026-01-01T00:00:00Z,2025-11-01 16:30:22+00:00,email,incident,billing_payments,invoice_error,High,8.0,3.2,10.5,solved,fixed,TRUE,billing,billing,25,pro,South East,45-54,F,invoice amount is incorrect.,Negative,3,invoice;error;billing;payment;dispute
ND-2025-002102,2026-01-01T00:00:00Z,2025-11-02 10:45:15+00:00,webchat,service_request,account_admin,org_settings,Medium,24.0,1.1,3.5,solved,fixed,FALSE,support,,6,standard,North West,25-34,M,change organization timezone.,Neutral,5,settings;timezone;admin;organization;configuration
ND-2025-002103,2026-01-01T00:00:00Z,2025-11-02 14:20:50+00:00,email,incident,bug,firefox,Low,48.0,40.5,42.2,solved,fixed,FALSE,engineering,,14,pro,Scotland,35-44,F,firefox display issues.,Neutral,4,firefox;browser;ui;bug;glitch
ND-2025-002104,2026-01-01T00:00:00Z,2025-11-03 09:05:30+00:00,phone,incident,access_permissions,account_locked,Urgent,4.0,0.2,1.5,solved,fixed,FALSE,support,,2,free,West Midlands,18-24,M,account locked out.,Negative,5,locked_out;login;security;reset;orbit_id
ND-2025-002105,2026-01-01T00:00:00Z,2025-11-03 11:50:10+00:00,email,service_request,account_admin,user_add_remove,Medium,24.0,18.2,,pending,,FALSE,support,,8,standard,East Midlands,25-34,F,remove access for user.,Neutral,,user_management;admin;closure;security
ND-2025-002106,2026-01-01T00:00:00Z,2025-11-04 08:35:45+00:00,in_app,incident,data_reporting,missing_data,High,8.0,2.5,6.2,solved,fixed,FALSE,data,,19,enterprise,London,45-54,M,data missing from executive dashboard.,Negative,4,missing_data;dashboard;report;polaris;error
ND-2025-002107,2026-01-01T00:00:00Z,2025-11-04 13:15:20+00:00,email,service_request,other,spam,Low,72.0,50.1,50.2,solved,cancelled,FALSE,support,,0,free,Yorkshire,35-44,F,seo services offer.,Neutral,,spam;other;miscellaneous
ND-2025-002108,2026-01-01T00:00:00Z,2025-11-05 10:00:55+00:00,webchat,service_request,account_admin,audit_log_request,Low,48.0,0.8,1.2,solved,answered,FALSE,support,,12,standard,South West,25-34,M,where are the audit logs?,Neutral,5,audit_log;admin;security;compliance;how_to
ND-2025-002109,2026-01-01T00:00:00Z,2025-11-05 15:40:30+00:00,email,incident,integrations,api_auth_error,Medium,24.0,15.5,,open,,FALSE,engineering,,21,pro,North East,35-44,F,api auth error 401.,Negative,,api;auth;error;connector;integration
ND-2025-002110,2026-01-01T00:00:00Z,2025-11-06 09:25:15+00:00,email,service_request,account_admin,user_add_remove,Medium,24.0,20.1,,new,,FALSE,support,,9,standard,London,25-34,M,add user.,Neutral,,user_management;admin;invite;access
ND-2025-002111,2026-01-01T00:00:00Z,2025-11-06 12:50:40+00:00,in_app,incident,performance_outage,latency_spike,High,8.0,1.2,4.5,solved,fixed,FALSE,engineering,,30,enterprise,South East,45-54,F,very high latency on the platform.,Negative,3,latency;slow;performance;loading;spinner
ND-2025-002112,2026-01-01T00:00:00Z,2025-11-07 08:45:00+00:00,email,service_request,billing_payments,vat_receipt,Low,48.0,35.5,40.2,solved,answered,FALSE,billing,,4,standard,Wales,25-34,M,send vat receipt.,Neutral,5,vat;receipt;invoice;billing;payment
ND-2025-002113,2026-01-01T00:00:00Z,2025-11-07 14:10:25+00:00,webchat,incident,bug,v2_update,Medium,24.0,0.5,1.5,solved,fixed,FALSE,engineering,,16,pro,East Midlands,35-44,F,update caused a glitch.,Negative,4,v2_update;glitch;bug;regression;ui
ND-2025-002114,2026-01-01T00:00:00Z,2025-11-08 10:30:50+00:00,email,service_request,account_admin,user_add_remove,Medium,24.0,22.5,,pending,,FALSE,support,,7,standard,London,25-34,M,invite new employee.,Neutral,,user_management;admin;invite;access
ND-2025-002115,2026-01-01T00:00:00Z,2025-11-09 13:55:10+00:00,email,incident,access_permissions,sso_setup,High,8.0,6.2,14.5,solved,fixed,FALSE,support,,28,enterprise,North West,45-54,F,sso setup failing.,Negative,4,sso;setup;admin;orbit_id;configuration
ND-2025-002116,2026-01-01T00:00:00Z,2025-11-10 09:15:35+00:00,phone,service_request,account_admin,billing_contact_update,Low,48.0,1.1,2.5,solved,fixed,FALSE,billing,,13,standard,South West,35-44,M,change billing contact.,Neutral,5,admin;billing;settings;email_prefs
ND-2025-002117,2026-01-01T00:00:00Z,2025-11-10 16:00:55+00:00,email,incident,integrations,sync,Medium,24.0,18.5,,open,,FALSE,engineering,,5,standard,Yorkshire,25-34,F,sync stuck.,Negative,,sync;integration;connector;stuck;loading
ND-2025-002118,2026-01-01T00:00:00Z,2025-11-11 08:50:20+00:00,webchat,service_request,account_admin,user_add_remove,Medium,24.0,0.9,1.8,solved,fixed,FALSE,support,,22,pro,London,35-44,M,delete user.,Neutral,5,user_management;admin;closure;security
ND-2025-002119,2026-01-01T00:00:00Z,2025-11-11 13:40:45+00:00,email,incident,data_reporting,export_issue,High,8.0,3.5,8.2,solved,workaround,TRUE,data,engineering,35,enterprise,East of England,45-54,F,export fails for large reports.,Negative,3,export;report;fail;error;bug
ND-2025-002120,2026-01-01T00:00:00Z,2025-11-12 10:25:10+00:00,in_app,service_request,how_to_training,onboarding_help,Medium,24.0,2.1,5.5,solved,answered,FALSE,support,,1,standard,London,25-34,M,need help onboarding.,Positive,5,onboarding;help;training;how_to
ND-2025-002121,2026-01-01T00:00:00Z,2025-11-12 15:15:30+00:00,email,service_request,account_admin,org_settings,Medium,24.0,20.1,,pending,,FALSE,support,,11,standard,North East,35-44,F,update settings.,Neutral,,settings;admin;organization;configuration
ND-2025-002122,2026-01-01T00:00:00Z,2025-11-13 09:00:55+00:00,email,incident,bug,broken_link,Low,48.0,42.5,45.2,solved,fixed,FALSE,engineering,,4,free,South East,25-34,M,dead link on the profile page.,Neutral,5,broken_link;404;bug;profile;ui
ND-2025-002123,2026-01-01T00:00:00Z,2025-11-13 12:35:20+00:00,phone,incident,security_privacy,suspicious_activity,Urgent,4.0,0.3,1.5,solved,fixed,TRUE,support,security,9,pro,West Midlands,35-44,F,suspicious login alert.,Negative,5,suspicious_login;security;alert;privacy;orbit_id
ND-2025-002124,2026-01-01T00:00:00Z,2025-11-14 08:45:40+00:00,email,service_request,account_admin,user_add_remove,Medium,24.0,16.5,,open,,FALSE,support,,17,standard,London,35-44,M,add a user.,Neutral,,user_management;admin;invite;access
ND-2025-002125,2026-01-01T00:00:00Z,2025-11-14 14:20:05+00:00,webchat,incident,billing_payments,payment_failed,High,8.0,1.5,4.2,solved,fixed,FALSE,billing,,3,standard,Scotland,25-34,F,payment didn't go through.,Negative,4,payment;failed;billing;error;stripe
ND-2025-002126,2026-01-01T00:00:00Z,2025-11-15 11:00:30+00:00,email,service_request,account_admin,data_retention,Low,48.0,45.2,,on_hold,,FALSE,support,,5,standard,South West,25-34,M,data retention inquiry.,Neutral,,retention;data;policy;admin;gdpr
ND-2025-002127,2026-01-01T00:00:00Z,2025-11-16 09:50:55+00:00,in_app,incident,performance_outage,spinner,Medium,24.0,4.5,8.2,solved,fixed,FALSE,engineering,,26,pro,East Midlands,35-44,F,spinning wheel when loading dashboard.,Negative,3,spinner;loading;slow;latency;polaris
ND-2025-002128,2026-01-01T00:00:00Z,2025-11-17 08:30:20+00:00,email,service_request,account_admin,user_add_remove,Medium,24.0,18.5,,pending,,FALSE,support,,14,standard,London,35-44,M,remove user.,Neutral,,user_management;admin;closure;security
ND-2025-002129,2026-01-01T00:00:00Z,2025-11-17 13:45:45+00:00,email,incident,integrations,rest_api,High,8.0,5.2,12.5,solved,fixed,FALSE,engineering,,33,enterprise,North West,45-54,F,rest api endpoint failure.,Negative,3,rest_api;api;failure;error;connector
ND-2025-002130,2026-01-01T00:00:00Z,2025-11-18 10:10:10+00:00,webchat,service_request,other,partnership_request,Low,48.0,1.2,2.5,solved,answered,FALSE,support,,0,free,Yorkshire,25-34,M,partner with us.,Positive,5,partnership;sales;inquiry;other
ND-2025-002131,2026-01-01T00:00:00Z,2025-11-18 15:25:35+00:00,email,service_request,account_admin,notification_settings,Low,48.0,41.5,,on_hold,,FALSE,support,,10,standard,South East,35-44,F,change notification prefs.,Neutral,,notifications;settings;email_prefs;admin
ND-2025-002132,2026-01-01T00:00:00Z,2025-11-19 09:40:00+00:00,email,incident,bug,ui,Medium,24.0,20.2,,open,,FALSE,engineering,,6,standard,Wales,25-34,M,ui is misaligned.,Negative,,ui;glitch;bug;layout;polaris
ND-2025-002133,2026-01-01T00:00:00Z,2025-11-19 14:55:25+00:00,phone,service_request,account_admin,user_add_remove,Medium,24.0,1.5,3.8,solved,fixed,FALSE,support,,21,pro,London,45-54,F,add user.,Neutral,5,user_management;admin;invite;access
ND-2025-002134,2026-01-01T00:00:00Z,2025-11-20 08:35:50+00:00,email,incident,data_reporting,chart,High,8.0,4.5,10.2,solved,fixed,FALSE,data,,29,enterprise,East of England,45-54,M,chart data is incorrect.,Negative,3,chart;data;error;polaris;incorrect
ND-2025-002135,2026-01-01T00:00:00Z,2025-11-20 12:10:15+00:00,webchat,service_request,how_to_training,configuration,Medium,24.0,0.8,2.2,solved,answered,FALSE,support,,4,standard,North East,25-34,F,configure widget help.,Neutral,5,configuration;widget;how_to;setup;polaris
ND-2025-002136,2026-01-01T00:00:00Z,2025-11-21 10:45:40+00:00,email,service_request,account_admin,user_add_remove,Medium,24.0,22.1,,pending,,FALSE,support,,15,standard,London,35-44,M,invite user.,Neutral,,user_management;admin;invite;access
ND-2025-002137,2026-01-01T00:00:00Z,2025-11-21 16:20:05+00:00,in_app,incident,access_permissions,password,Medium,24.0,3.5,6.2,solved,fixed,FALSE,support,,2,free,South West,18-24,F,password reset needed.,Neutral,4,password;reset;login;security;orbit_id
ND-2025-002138,2026-01-01T00:00:00Z,2025-11-22 09:00:30+00:00,email,service_request,account_admin,org_settings,Medium,24.0,19.5,,new,,FALSE,support,,18,standard,London,35-44,M,update settings.,Neutral,,settings;admin;organization;profile
ND-2025-002139,2026-01-01T00:00:00Z,2025-11-22 13:35:55+00:00,email,incident,performance_outage,500_error,Urgent,4.0,1.2,2.5,solved,fixed,TRUE,engineering,engineering,38,enterprise,Scotland,45-54,F,500 error on login.,Negative,2,500_error;login;error;crash;server
ND-2025-002140,2026-01-01T00:00:00Z,2025-11-23 08:50:20+00:00,webchat,service_request,billing_payments,upgrade,Medium,24.0,0.5,1.5,solved,fixed,FALSE,billing,,6,standard,West Midlands,25-34,M,upgrade to pro.,Positive,5,upgrade;pro_tier;subscription;billing;sales
ND-2025-002141,2026-01-01T00:00:00Z,2025-11-23 11:25:45+00:00,email,service_request,account_admin,user_add_remove,Medium,24.0,17.2,,pending,,FALSE,support,,13,standard,London,35-44,F,remove user.,Neutral,,user_management;admin;closure;security
ND-2025-002142,2026-01-01T00:00:00Z,2025-11-24 09:40:10+00:00,phone,incident,bug,mobile,Medium,24.0,2.1,5.2,solved,duplicate,FALSE,engineering,,23,pro,South East,35-44,M,mobile view broken.,Negative,,mobile;bug;ui;glitch;app
ND-2025-002143,2026-01-01T00:00:00Z,2025-11-24 14:55:35+00:00,email,service_request,account_admin,audit_log_request,Low,48.0,44.5,,on_hold,,FALSE,support,,7,standard,North West,25-34,F,audit logs required.,Neutral,,audit_log;admin;compliance;security
ND-2025-002144,2026-01-01T00:00:00Z,2025-11-25 08:30:00+00:00,email,incident,integrations,webhook,High,8.0,4.2,10.5,solved,fixed,FALSE,engineering,,27,enterprise,London,45-54,M,webhook not firing.,Negative,4,webhook;api;error;connector;integration
ND-2025-002145,2026-01-01T00:00:00Z,2025-11-25 13:05:25+00:00,webchat,service_request,account_admin,user_add_remove,Medium,24.0,0.9,2.2,solved,fixed,FALSE,support,,16,standard,East Midlands,35-44,F,add user.,Neutral,5,user_management;admin;invite;access
ND-2025-002146,2026-01-01T00:00:00Z,2025-11-26 09:20:50+00:00,email,service_request,billing_payments,invoice,Low,48.0,38.2,42.5,solved,answered,FALSE,billing,,5,standard,South West,25-34,M,invoice copy needed.,Neutral,5,invoice;billing;payment;receipt
ND-2025-002147,2026-01-01T00:00:00Z,2025-11-26 15:45:15+00:00,in_app,incident,data_reporting,visualization,Medium,24.0,5.5,12.1,solved,fixed,FALSE,data,,11,pro,Northern Ireland,35-44,F,visualisation error.,Negative,4,visualization;polaris;error;chart;bug
ND-2025-002148,2026-01-01T00:00:00Z,2025-11-27 08:40:40+00:00,email,service_request,account_admin,user_add_remove,Medium,24.0,21.5,,new,,FALSE,support,,20,standard,London,35-44,M,invite user.,Neutral,,user_management;admin;invite;access
ND-2025-002149,2026-01-01T00:00:00Z,2025-11-27 11:55:05+00:00,webchat,incident,access_permissions,locked_out,Urgent,4.0,0.2,1.2,solved,fixed,FALSE,support,,4,standard,Yorkshire,25-34,F,locked out.,Negative,5,locked_out;login;security;reset;orbit_id
ND-2025-002150,2026-01-01T00:00:00Z,2025-11-28 09:10:30+00:00,email,service_request,account_admin,org_settings,Medium,24.0,16.2,,open,,FALSE,support,,14,standard,Wales,35-44,M,settings update.,Neutral,,settings;admin;organization;profile
ND-2025-002151,2026-01-01T00:00:00Z,2025-11-28 14:25:55+00:00,phone,incident,bug,screen_freeze,Medium,24.0,1.5,4.2,solved,duplicate,FALSE,engineering,,8,pro,London,25-34,F,screen froze.,Negative,,screen_freeze;bug;glitch;ui;freeze
ND-2025-002152,2026-01-01T00:00:00Z,2025-11-29 10:40:20+00:00,email,service_request,account_admin,user_add_remove,Medium,24.0,19.5,,pending,,FALSE,support,,18,standard,North East,35-44,M,delete user.,Neutral,,user_management;admin;closure;security
ND-2025-002153,2026-01-01T00:00:00Z,2025-11-29 13:55:45+00:00,email,incident,integrations,oauth,High,8.0,6.2,14.1,solved,fixed,FALSE,engineering,,24,enterprise,South East,45-54,F,oauth issue.,Negative,3,oauth;auth;error;connector;integration
ND-2025-002154,2026-01-01T00:00:00Z,2025-11-30 09:30:10+00:00,webchat,service_request,account_admin,notification_settings,Low,48.0,0.8,2.1,solved,fixed,FALSE,support,,2,free,London,18-24,M,stop emails.,Neutral,5,notifications;email_prefs;settings;admin
ND-2025-002155,2026-01-01T00:00:00Z,2025-11-30 12:05:35+00:00,email,service_request,how_to_training,video_tutorial,Medium,24.0,22.1,,open,,FALSE,support,,5,standard,South West,25-34,F,video tutorial needed.,Neutral,,video_tutorial;how_to;training;help;polaris
ND-2025-002156,2026-01-01T00:00:00Z,2025-11-30 15:20:00+00:00,in_app,incident,performance_outage,slow,Medium,24.0,3.5,7.2,solved,fixed,FALSE,engineering,,29,pro,North West,35-44,M,system slow.,Negative,4,slow;latency;performance;loading;spinner
ND-2025-002157,2026-01-01T00:00:00Z,2025-11-01 11:15:25+00:00,email,service_request,account_admin,user_add_remove,Medium,24.0,18.2,,pending,,FALSE,support,,12,standard,East Midlands,35-44,F,add user.,Neutral,,user_management;admin;invite;access
ND-2025-002158,2026-01-01T00:00:00Z,2025-11-02 09:50:50+00:00,email,incident,billing_payments,credit_card,High,8.0,5.5,12.2,solved,fixed,FALSE,billing,,20,pro,London,45-54,M,card declined.,Negative,3,credit_card;payment;error;billing;stripe
ND-2025-002159,2026-01-01T00:00:00Z,2025-11-03 13:25:15+00:00,webchat,service_request,account_admin,billing_contact_update,Low,48.0,1.2,3.1,solved,fixed,FALSE,billing,,6,standard,Scotland,25-34,F,update billing info.,Neutral,5,billing;admin;settings;contact
ND-2025-002160,2026-01-01T00:00:00Z,2025-11-04 10:40:40+00:00,email,incident,bug,regression,Medium,24.0,15.5,,open,,FALSE,engineering,,15,standard,South East,35-44,M,bug after update.,Negative,,regression;bug;update;error;glitch
ND-2025-002161,2026-01-01T00:00:00Z,2025-11-05 08:55:05+00:00,phone,incident,access_permissions,account_locked,Urgent,4.0,0.5,1.8,solved,fixed,FALSE,support,,3,free,Wales,18-24,F,help locked out.,Negative,5,locked_out;login;security;reset;orbit_id
ND-2025-002162,2026-01-01T00:00:00Z,2025-11-06 14:10:30+00:00,email,service_request,account_admin,user_add_remove,Medium,24.0,21.5,,new,,FALSE,support,,9,standard,London,25-34,M,invite user.,Neutral,,user_management;admin;invite;access
ND-2025-002163,2026-01-01T00:00:00Z,2025-11-07 11:25:55+00:00,in_app,incident,data_reporting,kpi,Medium,24.0,4.2,9.5,solved,fixed,FALSE,data,,25,pro,Yorkshire,45-54,F,kpi mismatch.,Negative,4,kpi;data;error;polaris;report
ND-2025-002164,2026-01-01T00:00:00Z,2025-11-08 09:40:20+00:00,email,service_request,other,inquiry,Low,48.0,42.1,48.5,solved,answered,FALSE,support,,0,free,East of England,25-34,M,general inquiry.,Neutral,5,inquiry;other;question
ND-2025-002200,2026-01-01T00:00:00Z,2025-12-02 09:15:22+00:00,email,service_request,account_admin,account_closure,Medium,24.0,5.2,18.5,solved,fixed,false,operations,,14,standard,London,35-44,F,we need to close our account before the holiday break please.,Neutral,5,admin; closure; organization
ND-2025-002201,2026-01-01T00:00:00Z,2025-12-02 10:45:11+00:00,webchat,incident,integrations,api_auth_error,High,8.0,1.5,4.2,solved,fixed,false,engineering,,6,pro,North West,25-34,M,xero connector has stopped syncing for december invoices.,Negative,4,connector; xero; api; sync
ND-2025-002202,2026-01-01T00:00:00Z,2025-12-02 11:20:05+00:00,in_app,service_request,account_admin,data_retention,Low,48.0,12.1,30.4,solved,answered,false,operations,,32,enterprise,South East,45-54,F,requesting full data export of all polaris boards before we archive.,Neutral,,admin; retention; polaris; export
ND-2025-002203,2026-01-01T00:00:00Z,2025-12-03 08:55:40+00:00,email,service_request,billing_payments,vat_receipt,Low,48.0,26.5,45.2,solved,answered,false,billing,,2,standard,Scotland,25-34,M,need vat receipt for the last payment for year end accounts.,Neutral,5,vat; invoice; payment
ND-2025-002204,2026-01-01T00:00:00Z,2025-12-03 14:10:18+00:00,phone,incident,performance_outage,login_service_down,Urgent,4.0,0.5,2.1,solved,fixed,true,security,engineering,60,enterprise,London,35-44,M,orbit id is down completely for our london office.,Negative,3,orbit_id; uptime; 500_error; login
ND-2025-002205,2026-01-01T00:00:00Z,2025-12-04 09:30:22+00:00,email,service_request,account_admin,account_closure,Medium,24.0,6.0,22.1,solved,fixed,false,operations,,11,pro,Yorkshire,45-54,F,cancel subscription immediately.,Negative,,closure; admin; subscription
ND-2025-002206,2026-01-01T00:00:00Z,2025-12-04 10:05:00+00:00,webchat,service_request,how_to_training,feature_how_to,Low,48.0,3.5,12.0,solved,answered,false,operations,,5,free,East Midlands,18-24,M,how do i delete a widget from the polaris dashboard?,Neutral,4,how_to; polaris; widget; configuration
ND-2025-002207,2026-01-01T00:00:00Z,2025-12-04 13:45:55+00:00,email,incident,bug,export_bug,High,8.0,2.2,6.5,solved,workaround,false,engineering,,24,pro,South West,35-44,F,export to pdf crashes when the date range is q4.,Negative,2,bug; export; pdf; polaris; crash
ND-2025-002208,2026-01-01T00:00:00Z,2025-12-05 08:20:12+00:00,email,service_request,account_admin,account_closure,Medium,24.0,8.5,26.0,pending,,false,billing,,9,standard,Wales,55-64,M,closing down business need to stop all northstar billing.,Neutral,,closure; billing; admin
ND-2025-002209,2026-01-01T00:00:00Z,2025-12-05 11:15:33+00:00,in_app,incident,data_reporting,missing_data,High,8.0,4.0,9.2,solved,fixed,false,data,,18,pro,London,25-34,F,polaris board showing zero revenue for december but xero has data.,Negative,4,polaris; missing_data; xero; visualization
ND-2025-002210,2026-01-01T00:00:00Z,2025-12-05 15:00:01+00:00,email,service_request,other,sales_inquiry,Low,72.0,45.0,70.5,solved,answered,false,operations,,0,free,North East,45-54,M,do you offer non-profit discounts for the enterprise tier?,Neutral,,sales; inquiry; partnership
ND-2025-002211,2026-01-01T00:00:00Z,2025-12-06 09:40:19+00:00,webchat,service_request,account_admin,user_add_remove,Medium,24.0,1.2,5.5,solved,fixed,false,operations,,12,standard,South East,35-44,F,remove user john smith before 2026.,Neutral,5,user_management; admin; settings
ND-2025-002212,2026-01-01T00:00:00Z,2025-12-06 12:22:45+00:00,email,incident,access_permissions,mfa_reset,Urgent,4.0,0.8,3.1,solved,fixed,false,security,,40,enterprise,London,25-34,M,lost phone need urgent mfa reset for orbit id.,Negative,,mfa; orbit_id; 2fa; locked_out
ND-2025-002213,2026-01-01T00:00:00Z,2025-12-07 10:10:10+00:00,email,service_request,account_admin,account_closure,High,8.0,2.5,10.0,solved,fixed,true,operations,billing,22,pro,West Midlands,35-44,F,escalating this cancellation request as no one replied.,Negative,1,closure; admin; subscription
ND-2025-002214,2026-01-01T00:00:00Z,2025-12-07 16:55:05+00:00,webchat,incident,bug,ui_glitch,Medium,24.0,25.0,28.5,solved,fixed,false,engineering,,8,standard,East of England,18-24,F,the settings menu is misaligned in chrome.,Neutral,,ui; glitch; chrome; bug
ND-2025-002215,2026-01-01T00:00:00Z,2025-12-08 08:45:30+00:00,email,service_request,account_admin,audit_log_request,Low,48.0,14.5,50.1,solved,answered,false,operations,,36,enterprise,London,45-54,M,compliance requires audit logs for all 2025 logins.,Neutral,5,audit_log; compliance; admin; orbit_id
ND-2025-002216,2026-01-01T00:00:00Z,2025-12-08 09:15:12+00:00,email,service_request,billing_payments,invoice_error,High,8.0,3.1,7.8,solved,fixed,false,billing,,15,pro,Scotland,55-64,M,invoice amount doesn't match the agreed renewal price.,Negative,3,invoice; payment; pro_tier
ND-2025-002217,2026-01-01T00:00:00Z,2025-12-08 11:30:44+00:00,in_app,incident,integrations,timeout_error,Medium,24.0,5.5,20.2,open,,false,engineering,,4,standard,Northern Ireland,25-34,F,salesforce connector timing out during large sync.,Negative,,connector; salesforce; timeout; sync
ND-2025-002218,2026-01-01T00:00:00Z,2025-12-09 10:05:55+00:00,email,service_request,account_admin,account_closure,Medium,24.0,7.2,25.5,solved,fixed,false,operations,,7,standard,South West,35-44,M,please terminate our account effective dec 31st.,Neutral,4,closure; admin; organization
ND-2025-002219,2026-01-01T00:00:00Z,2025-12-09 14:20:11+00:00,webchat,service_request,how_to_training,troubleshooting_steps,Low,48.0,1.1,4.5,solved,answered,false,operations,,1,free,London,18-24,F,where do i find the api key?,Neutral,,how_to; api; configuration
